Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides AGO2-APEX bR01,Peptides AGO2-BirA bR01,Peptides AGO2-BirA bR02,Peptides ctrl APEX bR01,Peptides ctrl BirA bR01,Peptides ctrl BirA bR02,Razor + unique peptides AGO2-APEX bR01,Razor + unique peptides AGO2-BirA bR01,Razor + unique peptides AGO2-BirA bR02,Razor + unique peptides ctrl APEX bR01,Razor + unique peptides ctrl BirA bR01,Razor + unique peptides ctrl BirA bR02,Unique peptides AGO2-APEX bR01,Unique peptides AGO2-BirA bR01,Unique peptides AGO2-BirA bR02,Unique peptides ctrl APEX bR01,Unique peptides ctrl BirA bR01,Unique peptides ctrl BirA bR02,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Identification type AGO2-APEX bR01,Identification type AGO2-BirA bR01,Identification type AGO2-BirA bR02,Identification type ctrl APEX bR01,Identification type ctrl BirA bR01,Identification type ctrl BirA bR02,Sequence coverage AGO2-APEX bR01 [%],Sequence coverage AGO2-BirA bR01 [%],Sequence coverage AGO2-BirA bR02 [%],Sequence coverage ctrl APEX bR01 [%],Sequence coverage ctrl BirA bR01 [%],Sequence coverage ctrl BirA bR02 [%],Intensity,Intensity AGO2-APEX bR01,Intensity AGO2-BirA bR01,Intensity AGO2-BirA bR02,Intensity ctrl APEX bR01,Intensity ctrl BirA bR01,Intensity ctrl BirA bR02,LFQ intensity AGO2-APEX bR01,LFQ intensity AGO2-BirA bR01,LFQ intensity AGO2-BirA bR02,LFQ intensity ctrl APEX bR01,LFQ intensity ctrl BirA bR01,LFQ intensity ctrl BirA bR02,MS/MS Count AGO2-APEX bR01,MS/MS Count AGO2-BirA bR01,MS/MS Count AGO2-BirA bR02,MS/MS Count ctrl APEX bR01,MS/MS Count ctrl BirA bR01,MS/MS Count ctrl BirA bR02,MS/MS Count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
I3L159;I3L1F5;P30519-2;P30519;A0A087WT44,I3L159;I3L1F5;P30519-2;P30519;A0A087WT44,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Heme oxygenase 2,HMOX2,>tr|I3L159|I3L159_HUMAN Heme oxygenase 2 (Fragment) OS=Homo sapiens GN=HMOX2 PE=1 SV=1;>tr|I3L1F5|I3L1F5_HUMAN Heme oxygenase 2 (Fragment) OS=Homo sapiens GN=HMOX2 PE=1 SV=1;>sp|P30519-2|HMOX2_HUMAN Isoform 2 of Heme oxygenase 2 OS=Homo sapiens GN=HMOX2;>s,5,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8.3,8.3,8.3,26.578,229,229;238;287;316;370,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,8.3,0,0,8.3,0,0,13080000,3327500,0,0,9752300,0,0,0,0,0,4473600,0,0,0,0,0,1,0,0,1,,,,10,2619,TRUE,2777,9040;9041,6458,6458,,
A0A087WT48;O60884,A0A087WT48;O60884,2;2,2;2,2;2,DnaJ homolog subfamily A member 2,DNAJA2,>tr|A0A087WT48|A0A087WT48_HUMAN DnaJ homolog subfamily A member 2 (Fragment) OS=Homo sapiens GN=DNAJA2 PE=1 SV=1;>sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1,2,2,2,2,2,1,2,2,0,1,2,1,2,2,0,1,2,1,2,2,0,1,14.2,14.2,14.2,14.688,134,134;412,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,14.2,9.7,14.2,14.2,0,14.2,9717100,1675400,444610,1553000,5605200,0,438740,1248600,0,1133200,2799400,0,0,1,1,1,2,0,0,5,,,,11,4724;4725,True;True,5101;5102,16890;16891;16892;16893;16894;16895;16896;16897,12109;12110;12111;12112;12113,12112;12113,,
A0A087WUY3;A0A087WZ65;Q12955-6;Q12955-7;A0A087WTF3;Q12955-5;Q12955-4;Q12955,A0A087WUY3;A0A087WZ65;Q12955-6;Q12955-7;A0A087WTF3;Q12955-5;Q12955-4;Q12955,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,Ankyrin-3,ANK3,>tr|A0A087WUY3|A0A087WUY3_HUMAN Ankyrin-3 OS=Homo sapiens GN=ANK3 PE=1 SV=1;>tr|A0A087WZ65|A0A087WZ65_HUMAN Ankyrin-3 (Fragment) OS=Homo sapiens GN=ANK3 PE=1 SV=1;>sp|Q12955-6|ANK3_HUMAN Isoform 4 of Ankyrin-3 OS=Homo sapiens GN=ANK3;>sp|Q12955-7|ANK3_HUMA,8,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1.8,1.8,1.8,90.258,811,811;973;1001;1465;1643;1861;1868;4377,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,1.8,1.8,1.8,0,0,7555600,0,295050,829780,6430800,0,0,0,0,0,2950000,0,0,0,0,0,1,0,0,1,,,,12,2667,TRUE,2830,9241;9242;9243,6604,6604,,
H0Y3E3;H0Y2U4;H3BNU4;A0A087WTN8;Q6UB99,H0Y3E3;H0Y2U4;H3BNU4;A0A087WTN8;Q6UB99,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Ankyrin repeat domain-containing protein 11,ANKRD11,>tr|H0Y3E3|H0Y3E3_HUMAN Ankyrin repeat domain-containing protein 11 OS=Homo sapiens GN=ANKRD11 PE=4 SV=2;>tr|H0Y2U4|H0Y2U4_HUMAN Ankyrin repeat domain-containing protein 11 OS=Homo sapiens GN=ANKRD11 PE=4 SV=2;>tr|H3BNU4|H3BNU4_HUMAN Ankyrin repeat domain-,5,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,22.9,22.9,22.9,3.8444,35,35;97;124;366;2663,1,By matching,By matching,By MS/MS,By matching,By matching,By matching,22.9,0,22.9,0,0,22.9,2975900,422670,0,1232300,0,0,1320900,0,0,0,0,0,2158600,0,0,1,0,0,0,1,+,,,13,4356,TRUE,4678,15428;15429;15430,10906,10906,2,1
Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0QYG1;M0R0C6,Q92945;A0A087WTP3;M0R0I5,24;24;13;10;7;2;1;1,24;24;13;10;7;2;1;1,22;22;11;8;7;2;1;1,Far upstream element-binding protein 2,KHSRP,>sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4;>tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=1;>tr|M0R0I5|M0R0I5_HUMAN Far upstream element-binding ,8,24,24,22,15,9,12,23,13,5,15,9,12,23,13,5,13,8,10,21,12,4,40.5,40.5,38,73.114,711,711;711;279;169;116;269;114;176,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.6,16.3,20.4,39.2,25.9,8.4,599440000,105440000,38505000,54531000,352350000,38259000,10352000,91966000,35388000,53303000,141140000,26067000,19489000,9,5,10,35,11,1,71,,,,14,334;415;1044;1153;1938;1939;1941;2176;2390;2443;2571;2572;2643;2819;2832;3136;3166;4293;4343;4820;5918;5919;6325;6942,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,345;428;1105;1227;2054;2055;2057;2303;2537;2593;2724;2725;2804;2987;3001;3327;3357;4587;4588;4660;4661;5201;6346;6347;6773;7421,1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1360;1361;1362;3656;3657;4014;4015;6694;6695;6696;6697;6698;6702;6703;6704;6705;6706;6707;6708;7532;7533;8296;8297;8453;8454;8455;8456;8850;8851;8852;8853;8854;8855;8856;8857;8858;8859;8860;9132;9133;9134;9135;9136;9861;9862;9863;9864;9865;9866;9867;9907;9908;9909;9910;11036;11037;11133;11134;11135;11136;15173;15174;15175;15392;15393;15394;15395;17203;17204;21018;21019;21020;21021;21022;21023;21024;21025;21026;21027;21028;21029;22396;22397;24666;24667,793;794;795;796;797;798;799;800;801;802;976;977;2639;2640;2897;4831;4832;4833;4834;4837;4838;4839;4840;4841;5379;5940;5941;6055;6056;6057;6314;6315;6316;6317;6318;6319;6320;6321;6322;6323;6324;6527;6528;6529;6530;7064;7065;7096;7097;7900;7965;7966;7967;7968;7969;10742;10743;10880;10881;10882;10883;12330;15145;15146;15147;15148;15149;15150;15151;16144;16145;17896,802;976;2640;2897;4831;4834;4841;5379;5940;6057;6318;6323;6530;7065;7097;7900;7967;10743;10882;12330;15147;15151;16145;17896,3;4,207;267
Q1JUQ3;A0A087WTS4;P62942;A0A087WV48;A0A087WZM5,Q1JUQ3;A0A087WTS4;P62942;A0A087WV48;A0A087WZM5,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP12-Exin;FKBP1A,>tr|Q1JUQ3|Q1JUQ3_HUMAN FK506 binding protein12 OS=Homo sapiens GN=FKBP12-Exin PE=2 SV=1;>tr|A0A087WTS4|A0A087WTS4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=4 SV=1;>sp|P62942|FKB1A_HUMAN Peptidyl-prolyl cis-trans isomera,5,2,2,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,45.9,45.9,45.9,3.9655,37,37;97;108;116;129,0,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By matching,45.9,45.9,0,45.9,45.9,0,45072000,13974000,10592000,0,19093000,1414200,0,7840600,12212000,0,10854000,1132000,0,1,4,0,3,0,0,8,,,,15,2234;2235,True;True,2364;2365,7746;7747;7748;7749;7750;7751;7752;7753,5512;5513;5514;5515;5516;5517;5518;5519,5514;5517,,
A0A087WTT1;P11940-2;P11940;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;E5RGH3;E5RH24;E5RJB9;H0YAP2;H0YB86;E5RHG7;Q4VXU2;Q4VXU2-2;E5RFD8;H0YCC8;H0YC10;E5RGC4;H0YAS7;H0YAS6;H0YB75;H0YAW6;Q96DU9-2;Q96DU9,A0A087WTT1;P11940-2;P11940;E7EQV3;E7ERJ7;H0YAR2,27;27;27;25;24;15;12;11;8;8;8;7;6;4;4;3;2;2;1;1;1;1;1;1;1;1,27;27;27;25;24;15;12;11;8;8;8;7;6;4;4;3;2;2;1;1;1;1;1;1;1;1,17;17;17;16;15;10;8;5;4;3;3;7;3;1;2;2;1;0;1;0;1;1;1;1;1;1,Polyadenylate-binding protein 1,PABPC1,>tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=1;>sp|P11940-2|PABP1_HUMAN Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1;>sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Ho,26,27,27,17,16,9,14,27,0,6,16,9,14,27,0,6,10,5,8,17,0,3,49,49,35.2,58.535,522,522;547;636;591;604;284;631;175;108;118;129;131;165;75;614;330;61;197;42;43;136;169;183;187;350;382,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,26.8,17.2,27.2,49,0,12.6,659820000,86068000,16939000,57044000,489640000,0,10131000,60611000,27970000,38223000,213180000,0,19067000,6,6,7,37,0,0,56,,,,16,444;488;490;1231;1310;1740;1741;1906;1910;2247;2933;2945;2946;3060;3067;3269;3705;4350;4484;4572;4573;4577;5055;5458;5459;5523;7056,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,458;503;504;506;507;1308;1395;1849;1850;2021;2025;2377;3108;3121;3122;3248;3255;3468;3926;4671;4842;4938;4939;4943;5444;5869;5870;5937;7539,1471;1629;1630;1631;1632;1633;1634;1635;1636;1640;1641;1642;1643;1644;4310;4311;4571;4572;4573;5998;5999;6000;6001;6002;6003;6575;6576;6589;6590;6591;7786;10229;10230;10231;10232;10233;10234;10279;10280;10281;10282;10283;10284;10285;10286;10287;10288;10289;10290;10291;10755;10783;11497;13097;13098;13099;15415;16040;16318;16319;16320;16321;16322;16323;16324;16325;16326;16339;16340;17986;17987;17988;17989;19461;19462;19463;19464;19465;19466;19707;19708;19709;19710;19711;19712;19713;19714;25109;25110,1071;1179;1180;1181;1182;1185;1186;1187;3113;3319;3320;4287;4288;4747;4753;5541;7340;7341;7376;7377;7378;7379;7380;7381;7382;7383;7384;7385;7386;7701;7725;8198;9322;9323;10896;11443;11645;11646;11647;11648;11649;11650;11651;11660;12873;12874;12875;14022;14023;14170;14171;14172;14173;14174;14175;18227;18228,1071;1180;1186;3113;3320;4287;4288;4747;4753;5541;7340;7377;7384;7701;7725;8198;9322;10896;11443;11648;11650;11660;12875;14022;14023;14174;18227,5,47
A0A087WTT6;P62273;P62273-2,A0A087WTT6;P62273;P62273-2,1;1;1,1;1;1,1;1;1,40S ribosomal protein S29,RPS29,>tr|A0A087WTT6|A0A087WTT6_HUMAN 40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=1;>sp|P62273|RS29_HUMAN 40S ribosomal protein S29 OS=Homo sapiens GN=RPS29 PE=1 SV=2;>sp|P62273-2|RS29_HUMAN Isoform 2 of 40S ribosomal protein S29 OS=Homo sapiens G,3,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,13.2,13.2,13.2,6.1152,53,53;56;67,1,By matching,By MS/MS,By matching,By matching,By matching,By matching,0,13.2,13.2,0,0,0,2195800,0,1567000,628790,0,0,0,0,0,478760,0,0,0,0,1,0,0,0,0,1,+,,,17,7207,TRUE,7696,25623;25624,18588,18588,6,35
A0A087WWG9;Q96T88;Q96T88-2;A0A087WVR3;A0A087WTW0,A0A087WWG9;Q96T88;Q96T88-2;A0A087WVR3;A0A087WTW0,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,E3 ubiquitin-protein ligase UHRF1,UHRF1,>tr|A0A087WWG9|A0A087WWG9_HUMAN E3 ubiquitin-protein ligase UHRF1 (Fragment) OS=Homo sapiens GN=UHRF1 PE=1 SV=1;>sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1;>sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-p,5,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,3,3,55.078,496,496;793;806;806;857,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,3,3,0,0,1350100,0,0,288240,1061900,0,0,0,0,0,487110,0,0,0,0,0,1,0,0,1,,,,18,5978,TRUE,6409,21236;21237,15302,15302,,
A0A087WTZ5;E9PJ81;E9PRQ7;Q04323;Q04323-2,A0A087WTZ5;E9PJ81;E9PRQ7;Q04323;Q04323-2,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,UBX domain-containing protein 1,UBXN1,>tr|A0A087WTZ5|A0A087WTZ5_HUMAN UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=1;>tr|E9PJ81|E9PJ81_HUMAN UBX domain-containing protein 1 (Fragment) OS=Homo sapiens GN=UBXN1 PE=1 SV=1;>tr|E9PRQ7|E9PRQ7_HUMAN UBX domain-containing protein 1,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,5,5,5,27.015,238,238;290;293;297;312,0,By matching,By MS/MS,By matching,By matching,By matching,By matching,5,5,5,5,5,0,14958000,1607400,2413900,2607600,5093900,3235100,0,0,0,0,0,1791600,0,0,1,0,0,0,0,1,,,,19,3895,TRUE,4125,13707;13708;13709;13710;13711,9724,9724,,
A0A087WUD1,A0A087WUD1,1,1,1,,,>tr|A0A087WUD1|A0A087WUD1_HUMAN Zinc finger protein 787 OS=Homo sapiens GN=ZNF787 PE=1 SV=1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.5,5.5,5.5,40.428,382,382,0,By matching,By matching,By MS/MS,By matching,By matching,By matching,0,0,5.5,0,0,0,318270,0,0,318270,0,0,0,0,0,242330,0,0,0,0,0,1,0,0,0,1,,,,20,307,TRUE,318,995,736,736,,
E9PG46;A0A087WUK0;Q2M2I8-2;Q2M2I8,E9PG46;A0A087WUK0;Q2M2I8-2;Q2M2I8,1;1;1;1,1;1;1;1,1;1;1;1,AP2-associated protein kinase 1,AAK1,>tr|E9PG46|E9PG46_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=1 SV=1;>tr|A0A087WUK0|A0A087WUK0_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=1 SV=1;>sp|Q2M2I8-2|AAK1_HUMAN Isoform 2 of AP2-associated protein kinase 1,4,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,2.2,2.2,2.2,73.769,674,674;789;863;961,0.0017652,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,2.2,2.2,2.2,0,0,3968200,0,533650,1477100,1957500,0,0,0,0,0,897950,0,0,0,0,0,1,0,0,1,,,,21,4051,TRUE,4290,14261;14262;14263,10096,10096,,
O14979-3;O14979-2;A0A087WUK2;O14979,O14979-3;O14979-2;A0A087WUK2;O14979,9;9;9;9,9;9;9;9,7;7;7;7,Heterogeneous nuclear ribonucleoprotein D-like,HNRPDL,>sp|O14979-3|HNRDL_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL;>sp|O14979-2|HNRDL_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL;>tr|A0A087WUK2|A0A087WUK2_HUMAN ,4,9,9,7,8,3,5,8,0,4,8,3,5,8,0,4,6,2,4,6,0,3,28.3,28.3,24.2,27.191,244,244;301;363;420,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,26.2,15.6,25.4,27.9,0,22.5,303600000,57773000,4027900,54426000,175960000,0,11412000,39056000,5407000,47892000,90191000,0,11509000,4,1,7,10,0,0,22,,,,22,1139;1591;1896;1909;3044;4929;5699;7228;7229,True;True;True;True;True;True;True;True;True,1210;1693;2010;2024;3229;5314;6123;7718;7719,3946;3947;3948;5513;5514;5515;5516;6549;6550;6551;6552;6553;6587;6588;10698;10699;17539;17540;17541;20280;20281;20282;20283;20284;20285;20286;20287;20288;25694;25695;25696;25697;25698;25699;25700;25701;25702;25703,2849;2850;3936;3937;3938;4730;4731;4732;4733;4751;4752;7660;12561;14593;14594;14595;14596;18629;18630;18631;18632;18633,2849;3938;4733;4751;7660;12561;14595;18632;18633,,
O60841;A0A087WUT6,O60841;A0A087WUT6,2;2,2;2,2;2,Eukaryotic translation initiation factor 5B,EIF5B,>sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4;>tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=1,2,2,2,2,0,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,2,0,3.2,3.2,3.2,138.83,1220,1220;1220,0,By matching,By matching,By matching,By MS/MS,By MS/MS,By matching,0,0.7,0,2.5,3.2,0,11405000,0,94955,0,7474400,3835200,0,0,0,0,0,2123900,0,0,0,0,1,2,0,3,,,,23,620;2398,True;True,656;2546,2163;2164;8324;8325,1583;5965;5966,1583;5966,7,344
A0A087WV30;C9JN51;A0A087X0G7;A0A087WUW6;A0A087X1B1;Q9Y6K9;Q9Y6K9-2;C9JH59;C9J2V2;Q9Y6K9-3,A0A087WV30;C9JN51;A0A087X0G7;A0A087WUW6;A0A087X1B1;Q9Y6K9;Q9Y6K9-2;C9JH59;C9J2V2;Q9Y6K9-3,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;2;1;1;1,NF-kappa-B essential modulator,IKBKG,>tr|A0A087WV30|A0A087WV30_HUMAN NF-kappa-B essential modulator (Fragment) OS=Homo sapiens GN=IKBKG PE=1 SV=1;>tr|C9JN51|C9JN51_HUMAN NF-kappa-B essential modulator (Fragment) OS=Homo sapiens GN=IKBKG PE=1 SV=3;>tr|A0A087X0G7|A0A087X0G7_HUMAN NF-kappa-B ess,10,2,2,2,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,21.7,21.7,21.7,12.981,115,115;251;411;412;418;419;487;173;195;320,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,9.6,21.7,0,0,8091800,0,0,823970,7267900,0,0,0,0,0,2492800,0,0,0,0,0,3,0,0,3,,,,24,3490;4366,True;True,3701;4691;4692,12303;15487;15488;15489,8810;10944;10945,8810;10944,8,70
Q01082-3;Q01082-2;Q01082;A0A087WUZ3;F8W6C1,Q01082-3;Q01082-2;Q01082;A0A087WUZ3,5;5;5;5;1,5;5;5;5;1,5;5;5;5;1,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,">sp|Q01082-3|SPTB2_HUMAN Isoform 2 of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1;>sp|Q01082-2|SPTB2_HUMAN Isoform Short of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1;>sp|Q01082|SPTB2_HUMAN Spectrin beta chain, ",5,5,5,5,1,1,1,5,0,1,1,1,1,5,0,1,1,1,1,5,0,1,2.6,2.6,2.6,251.39,2155,2155;2168;2364;2366;690,0,By MS/MS,By matching,By matching,By MS/MS,By matching,By matching,0.6,0.6,0.6,2.6,0,0.6,14540000,853590,111000,590500,12776000,0,208670,0,0,0,5860700,0,0,1,0,0,4,0,0,5,,,,25,594;1355;2488;2755;4089,True;True;True;True;True,619;1443;2639;2921;4329,2019;2020;2021;2022;2023;4738;8598;9628;14385,1460;1461;3435;6155;6881;10173,1461;3435;6155;6881;10173,,
F8W7C6;A0A087WV22;X1WI28;P27635;Q96L21;H7C123;B8A6G2;H7C2C5;A6QRI9,F8W7C6;A0A087WV22;X1WI28;P27635;Q96L21,5;5;5;5;3;2;2;2;2,5;5;5;5;3;2;2;2;2,5;5;5;5;3;2;2;2;2,60S ribosomal protein L10;60S ribosomal protein L10-like,RPL10;RPL10L,>tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=2;>tr|A0A087WV22|A0A087WV22_HUMAN 60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=1;>tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens G,9,5,5,5,4,1,2,4,0,2,4,1,2,4,0,2,4,1,2,4,0,2,36.8,36.8,36.8,18.565,163,163;178;201;214;214;91;108;131;181,0,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,27.6,7.4,12.9,31.3,0,12.9,45609000,10847000,3844100,8757100,17184000,0,4976600,7853700,0,7187100,7439800,0,9444000,2,0,2,3,0,1,8,,,,26,1693;1823;2476;4334;5193,True;True;True;True;True,1800;1935;2627;4648;5590,5859;5860;6318;6319;6320;6321;6322;8566;8567;8568;15360;18474;18475,4185;4558;4559;4560;4561;6139;10858;13259;13260,4185;4560;6139;10858;13260,9,25
A0A087WV29;Q9H0A0-2;Q9H0A0,A0A087WV29;Q9H0A0-2;Q9H0A0,1;1;1,1;1;1,1;1;1,N-acetyltransferase 10,NAT10,>tr|A0A087WV29|A0A087WV29_HUMAN N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=1;>sp|Q9H0A0-2|NAT10_HUMAN Isoform 2 of N-acetyltransferase 10 OS=Homo sapiens GN=NAT10;>sp|Q9H0A0|NAT10_HUMAN N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.1,1.1,1.1,93.533,834,834;953;1025,0.0063141,By matching,By matching,By MS/MS,By matching,By matching,By matching,0,0,1.1,0,0,0,3164500,0,0,3164500,0,0,0,0,0,2409500,0,0,0,0,0,1,0,0,0,1,,,,27,303,TRUE,314,983,724,724,,
Q9HBK9-2;A0A087WVD4;Q9HBK9,Q9HBK9-2;A0A087WVD4;Q9HBK9,1;1;1,1;1;1,1;1;1,Arsenite methyltransferase,AS3MT,>sp|Q9HBK9-2|AS3MT_HUMAN Isoform 2 of Arsenite methyltransferase OS=Homo sapiens GN=AS3MT;>tr|A0A087WVD4|A0A087WVD4_HUMAN Arsenite methyltransferase OS=Homo sapiens GN=AS3MT PE=1 SV=1;>sp|Q9HBK9|AS3MT_HUMAN Arsenite methyltransferase OS=Homo sapiens GN=AS3,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.5,6.5,6.5,31.097,279,279;338;375,0,By matching,By matching,By matching,By MS/MS,By matching,By matching,0,0,0,6.5,0,0,2174400,0,0,0,2174400,0,0,0,0,0,997440,0,0,0,0,0,1,0,0,1,,,,28,5114,TRUE,5505,18171,13016,13016,,
A0A087WVI0;Q8WTW3,A0A087WVI0;Q8WTW3,1;1,1;1,1;1,Conserved oligomeric Golgi complex subunit 1,COG1,>tr|A0A087WVI0|A0A087WVI0_HUMAN Conserved oligomeric Golgi complex subunit 1 OS=Homo sapiens GN=COG1 PE=1 SV=1;>sp|Q8WTW3|COG1_HUMAN Conserved oligomeric Golgi complex subunit 1 OS=Homo sapiens GN=COG1 PE=1 SV=1,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.2,1.2,1.2,104.79,940,940;980,0.0025402,By matching,By matching,By matching,By MS/MS,By matching,By matching,1.2,0,0,1.2,0,0,797700,293910,0,0,503790,0,0,0,0,0,231100,0,0,0,0,0,0,0,0,0,,,,29,818,TRUE,861,2863;2864,2078,2078,,
